,terms,sentiment,polarity
17441,hain,positive,0.5384615384615384
17442,haines,positive,0.9235668789808917
17443,hair,negative,0.42984590429845904
17444,haircut,negative,0.26666666666666666
17445,haircuts,negative,0.35714285714285715
17446,hairdo,negative,0.39215686274509803
17447,hairdos,positive,0.5714285714285714
17448,hairdresser,negative,0.4782608695652174
17449,hairdressing,positive,0.6666666666666666
17450,haired,negative,0.36464088397790057
17451,hairless,negative,0.3333333333333333
17452,hairline,negative,0.1
17453,hairs,positive,0.5757575757575758
17454,hairspray,positive,0.5263157894736842
17455,hairstyle,negative,0.4791666666666667
17456,hairstyles,negative,0.4634146341463415
17457,hairy,negative,0.1717171717171717
17458,haiti,negative,0.3333333333333333
17459,haj,positive,1.0
17460,haji,negative,0.16666666666666666
17461,hak,positive,0.8
17462,haka,negative,0.3333333333333333
17463,haku,positive,0.75
17464,hakuna,positive,0.625
17465,hal,positive,0.7157534246575342
17466,haldane,positive,1.0
17467,haldeman,positive,0.8
17468,hale,positive,0.7464788732394366
17469,halen,positive,0.8571428571428571
17470,halestorm,negative,0.0
17471,haley,positive,0.6410256410256411
17472,half,negative,0.3643122676579926
17473,halfhearted,negative,0.0
17474,halfway,negative,0.2894736842105263
17475,haliday,negative,0.0
17476,hall,positive,0.6349206349206349
17477,hallam,negative,0.02040816326530612
17478,hallan,negative,0.5
17479,halle,positive,0.7407407407407407
17480,halleck,negative,0.0
17481,hallelujah,negative,0.38461538461538464
17482,hallen,positive,1.0
17483,halley,positive,0.5555555555555556
17484,hallgren,positive,1.0
17485,halliburton,positive,0.75
17486,halliday,positive,0.6666666666666666
17487,hallie,positive,0.7368421052631579
17488,halliwell,positive,1.0
17489,hallmark,negative,0.35766423357664234
17490,hallmarks,negative,0.35294117647058826
17491,halloran,negative,0.26666666666666666
17492,hallorann,positive,0.8571428571428571
17493,halloway,negative,0.0
17494,hallowed,negative,0.3333333333333333
17495,halloween,negative,0.48722316865417375
17496,halls,positive,0.7105263157894737
17497,hallucinate,negative,0.2
17498,hallucinates,negative,0.3333333333333333
17499,hallucinating,positive,0.6875
17500,hallucination,negative,0.4230769230769231
17501,hallucinations,negative,0.4246575342465753
17502,hallucinatory,positive,0.6666666666666666
17503,hallucinogenic,positive,0.6470588235294118
17504,hallway,negative,0.38636363636363635
17505,hallways,negative,0.4915254237288136
17506,hallyday,positive,0.8333333333333334
17507,halmi,positive,0.6
17508,halo,positive,0.5333333333333333
17509,halop,positive,1.0
17510,halperin,negative,0.07692307692307693
17511,halprin,positive,1.0
17512,halsey,negative,0.5
17513,halt,negative,0.3466666666666667
17514,halted,negative,0.2857142857142857
17515,halter,negative,0.1111111111111111
17516,halting,negative,0.4
17517,halve,negative,0.4666666666666667
17518,halves,positive,0.631578947368421
17519,ham,negative,0.2672811059907834
17520,hamari,positive,1.0
17521,hamburg,negative,0.36363636363636365
17522,hamburger,negative,0.34375
17523,hamburgers,negative,0.18181818181818182
17524,hamdi,negative,0.0
17525,hamfisted,negative,0.16666666666666666
17526,hamil,positive,1.0
17527,hamill,positive,0.5142857142857142
17528,hamilton,positive,0.6483050847457628
17529,hamiltons,negative,0.14285714285714285
17530,hamish,negative,0.2857142857142857
17531,hamlet,positive,0.6360544217687075
17532,hamlets,negative,0.2
17533,hamlin,negative,0.2857142857142857
17534,hamm,negative,0.3076923076923077
17535,hammed,negative,0.4375
17536,hammer,negative,0.41509433962264153
17537,hammered,negative,0.3584905660377358
17538,hammerhead,negative,0.1791044776119403
17539,hammering,positive,0.5263157894736842
17540,hammers,negative,0.32142857142857145
17541,hammerstein,positive,0.6190476190476191
17542,hammett,positive,0.5714285714285714
17543,hamming,negative,0.41379310344827586
17544,hammock,negative,0.3333333333333333
17545,hammond,positive,0.6129032258064516
17546,hammy,negative,0.36627906976744184
17547,hamper,positive,0.7142857142857143
17548,hampered,negative,0.4782608695652174
17549,hampering,positive,1.0
17550,hampers,positive,0.5555555555555556
17551,hampshire,negative,0.5
17552,hampton,positive,0.8888888888888888
17553,hamptons,negative,0.42857142857142855
17554,hams,negative,0.12727272727272726
17555,hamster,positive,0.5882352941176471
17556,hamstrung,negative,0.0
17557,hamton,positive,1.0
17558,han,positive,0.8623853211009175
17559,hana,positive,0.8333333333333334
17560,hancock,positive,0.6875
17561,hand,negative,0.4765811965811966
17562,handbag,negative,0.23076923076923078
17563,handbags,negative,0.4
17564,handbook,negative,0.125
17565,handcuff,negative,0.0
17566,handcuffed,positive,0.5714285714285714
17567,handcuffs,negative,0.4444444444444444
17568,handed,negative,0.37383177570093457
17569,handedly,negative,0.4696969696969697
17570,handedness,negative,0.4
17571,hander,positive,0.8333333333333334
17572,handful,negative,0.4533333333333333
17573,handgun,negative,0.4117647058823529
17574,handguns,negative,0.23076923076923078
17575,handheld,negative,0.4
17576,handicap,positive,0.6896551724137931
17577,handicapped,positive,0.5346534653465347
17578,handicapping,negative,0.2
17579,handicaps,negative,0.5
17580,handing,positive,0.5555555555555556
17581,handkerchief,negative,0.38461538461538464
17582,handle,positive,0.5109489051094891
17583,handled,positive,0.5119521912350598
17584,handler,positive,0.6666666666666666
17585,handlers,negative,0.4
17586,handles,positive,0.6308724832214765
17587,handling,positive,0.5408805031446541
17588,handmade,negative,0.0
17589,handover,negative,0.0
17590,handpicked,positive,1.0
17591,hands,negative,0.4962025316455696
17592,handshake,negative,0.3333333333333333
17593,handshakes,negative,0.14285714285714285
17594,handsome,positive,0.6336996336996337
17595,handsomely,positive,0.6666666666666666
17596,handsomest,positive,0.75
17597,handwriting,negative,0.2
17598,handy,positive,0.532608695652174
17599,handycam,negative,0.0
17600,handyman,negative,0.45161290322580644
17601,haneke,positive,0.6511627906976745
17602,hanfstaengl,negative,0.25
17603,hang,negative,0.43315508021390375
17604,hangar,negative,0.25
17605,hanged,negative,0.4772727272727273
17606,hanger,negative,0.43333333333333335
17607,hangers,positive,0.5833333333333334
17608,hanging,negative,0.4211618257261411
17609,hangings,positive,1.0
17610,hangman,negative,0.46153846153846156
17611,hangout,positive,0.5714285714285714
17612,hangover,negative,0.4117647058823529
17613,hangs,negative,0.41379310344827586
17614,hanif,positive,1.0
17615,hank,positive,0.7476190476190476
17616,hankies,positive,1.0
17617,hanks,positive,0.594059405940594
17618,hanky,negative,0.42857142857142855
17619,hanlon,positive,0.8888888888888888
17620,hanna,positive,0.7272727272727273
17621,hannah,positive,0.5765765765765766
17622,hannas,positive,1.0
17623,hannibal,negative,0.3275862068965517
17624,hans,positive,0.7142857142857143
17625,hansel,positive,0.75
17626,hansen,negative,0.3939393939393939
17627,hanson,positive,0.717391304347826
17628,hanzo,positive,0.9375
17629,hao,positive,1.0
17630,hap,negative,0.3333333333333333
17631,haphazard,negative,0.07547169811320754
17632,haphazardly,negative,0.2
17633,hapless,negative,0.4863013698630137
17634,happen,negative,0.45607701564380265
17635,happened,negative,0.4450199203187251
17636,happening,negative,0.44886363636363635
17637,happenings,positive,0.6020408163265306
17638,happens,negative,0.42034548944337813
17639,happenstance,positive,0.5806451612903226
17640,happier,positive,0.5822784810126582
17641,happiest,positive,0.8181818181818182
17642,happily,positive,0.5817610062893082
17643,happiness,positive,0.7630922693266833
17644,happy,positive,0.6154192966636609
17645,haq,positive,1.0
17646,har,negative,0.20930232558139536
17647,hara,positive,0.6747967479674797
17648,harald,negative,0.5
17649,harangue,negative,0.16666666666666666
17650,harangued,positive,0.6
17651,haranguing,positive,0.5714285714285714
17652,harass,negative,0.4
17653,harassed,positive,0.5777777777777777
17654,harasses,negative,0.4444444444444444
17655,harassing,negative,0.3103448275862069
17656,harassment,negative,0.4878048780487805
17657,harbinger,positive,0.5333333333333333
17658,harbor,positive,0.6101694915254238
17659,harboring,positive,0.6666666666666666
17660,harbors,negative,0.2916666666666667
17661,harbour,positive,0.5384615384615384
17662,harbours,positive,0.6
17663,hard,negative,0.47837668442494513
17664,hardass,negative,0.3333333333333333
17665,hardbodies,negative,0.0
17666,hardbody,negative,0.0
17667,hardboiled,positive,0.9230769230769231
17668,hardcore,negative,0.41044776119402987
17669,hardcover,positive,1.0
17670,harden,negative,0.25
17671,hardened,positive,0.6116504854368932
17672,hardening,positive,1.0
17673,harder,negative,0.5037593984962406
17674,hardest,positive,0.5656565656565656
17675,hardesty,positive,0.8333333333333334
17676,hardgore,negative,0.0
17677,hardin,positive,0.5555555555555556
17678,harding,negative,0.4
17679,hardly,negative,0.37978339350180507
17680,hardness,positive,0.5714285714285714
17681,hards,negative,0.25
17682,hardship,positive,0.7777777777777778
17683,hardships,positive,0.7971014492753623
17684,hardware,negative,0.41379310344827586
17685,hardwicke,positive,0.75
17686,hardworking,positive,0.7391304347826086
17687,hardy,negative,0.4368932038834951
17688,hardys,negative,0.2
17689,hare,positive,0.8260869565217391
17690,harel,positive,0.8181818181818182
17691,harem,negative,0.24
17692,hari,positive,0.7631578947368421
17693,harilal,positive,1.0
17694,hark,positive,0.8813559322033898
17695,harkens,positive,0.8
17696,harker,positive,0.5384615384615384
17697,harks,positive,0.6923076923076923
17698,harlan,negative,0.3617021276595745
17699,harlem,positive,0.746031746031746
17700,harlen,positive,1.0
17701,harlequin,negative,0.2
17702,harley,positive,0.5365853658536586
17703,harlin,positive,0.5972222222222222
17704,harling,positive,1.0
17705,harlins,positive,0.8888888888888888
17706,harlock,positive,0.8
17707,harlow,positive,0.5523809523809524
17708,harlows,positive,0.8333333333333334
17709,harm,negative,0.5
17710,harman,positive,0.8
17711,harmed,negative,0.3902439024390244
17712,harmful,negative,0.45161290322580644
17713,harming,negative,0.125
17714,harmless,negative,0.44623655913978494
17715,harmlessly,negative,0.375
17716,harmon,negative,0.3181818181818182
17717,harmonic,positive,0.8888888888888888
17718,harmonica,positive,0.8181818181818182
17719,harmonies,positive,0.75
17720,harmonious,positive,0.6111111111111112
17721,harmoniously,positive,1.0
17722,harmony,positive,0.6162790697674418
17723,harms,positive,0.65
17724,harness,negative,0.5
17725,harold,negative,0.46078431372549017
17726,harp,positive,0.671875
17727,harper,positive,0.5217391304347826
17728,harpies,negative,0.2222222222222222
17729,harping,negative,0.0
17730,harpo,negative,0.42857142857142855
17731,harpoon,negative,0.0
17732,harpsichord,positive,0.6666666666666666
17733,harpy,negative,0.058823529411764705
17734,harrelson,negative,0.41935483870967744
17735,harrer,negative,0.0
17736,harried,positive,0.6896551724137931
17737,harriet,positive,0.8648648648648649
17738,harring,positive,1.0
17739,harrington,positive,0.7142857142857143
17740,harris,positive,0.5706618962432916
17741,harrison,negative,0.4662576687116564
17742,harriss,positive,0.8
17743,harrold,negative,0.42105263157894735
17744,harron,positive,0.6307692307692307
17745,harrow,negative,0.0
17746,harrowing,positive,0.8114754098360656
17747,harrowingly,positive,1.0
17748,harry,positive,0.7137367915465899
17749,harryhausen,positive,0.5217391304347826
17750,harrys,positive,1.0
17751,harsh,positive,0.5780590717299579
17752,harsher,positive,0.7
17753,harshest,positive,0.6666666666666666
17754,harshly,positive,0.6470588235294118
17755,harshness,positive,0.75
17756,hart,positive,0.6401673640167364
17757,hartdegen,negative,0.0
17758,hartford,negative,0.14285714285714285
17759,hartley,positive,0.847457627118644
17760,hartleys,positive,0.9090909090909091
17761,hartman,positive,0.532258064516129
17762,hartmann,positive,0.6666666666666666
17763,hartnett,negative,0.10714285714285714
17764,harts,negative,0.4
17765,haruhi,positive,1.0
17766,harvard,negative,0.4067796610169492
17767,harvest,negative,0.3333333333333333
17768,harvested,negative,0.375
17769,harvester,negative,0.0
17770,harvesting,negative,0.25
17771,harvey,positive,0.5560165975103735
17772,harwood,negative,0.36363636363636365
17773,hasan,negative,0.0
17774,hash,negative,0.4
17775,hashed,negative,0.5
17776,hashmi,negative,0.0
17777,haskell,negative,0.21428571428571427
17778,hasn,positive,0.576530612244898
17779,hassan,positive,0.6666666666666666
17780,hasselhoff,negative,0.11764705882352941
17781,hassie,positive,1.0
17782,hassle,negative,0.34615384615384615
17783,hassled,negative,0.4444444444444444
17784,hasslehoff,negative,0.0
17785,hassles,negative,0.4
17786,hassling,positive,0.6
17787,hasso,positive,0.8333333333333334
17788,hasta,positive,0.8
17789,haste,negative,0.3684210526315789
17790,hasten,negative,0.5
17791,hastily,negative,0.40476190476190477
17792,hastings,positive,0.875
17793,hasty,positive,0.56
17794,hat,negative,0.4708333333333333
17795,hatch,positive,0.559322033898305
17796,hatched,negative,0.5
17797,hatcher,positive,0.7209302325581395
17798,hatches,positive,0.56
17799,hatchet,negative,0.11764705882352941
17800,hatching,positive,0.7777777777777778
17801,hate,negative,0.4337782340862423
17802,hateable,positive,0.5714285714285714
17803,hated,negative,0.3309659090909091
17804,hateful,negative,0.4336283185840708
17805,hatefully,negative,0.2
17806,hater,negative,0.3953488372093023
17807,haters,positive,0.5714285714285714
17808,hates,positive,0.5261044176706827
17809,hatfield,positive,0.5454545454545454
17810,hath,positive,0.8333333333333334
17811,hathaway,negative,0.2727272727272727
17812,hating,negative,0.43636363636363634
17813,hatred,positive,0.6344086021505376
17814,hats,positive,0.5855263157894737
17815,hatter,positive,0.5714285714285714
17816,hattie,negative,0.20833333333333334
17817,hatton,negative,0.2916666666666667
17818,hauer,negative,0.3448275862068966
17819,haughty,positive,0.6666666666666666
17820,haul,positive,0.6363636363636364
17821,hauled,negative,0.2916666666666667
17822,hauling,positive,0.75
17823,haun,negative,0.5
17824,haunt,positive,0.5847457627118644
17825,haunted,positive,0.5247933884297521
17826,haunting,positive,0.7637051039697542
17827,hauntingly,positive,0.8
17828,hauntings,negative,0.125
17829,haunts,positive,0.5740740740740741
17830,hauser,positive,0.7446808510638298
17831,haute,positive,1.0
17832,havana,positive,0.75
17833,haven,positive,0.5249343832020997
17834,havent,positive,0.5736677115987461
17835,haver,positive,0.65
17836,havers,negative,0.0
17837,haviland,positive,0.875
17838,havilland,positive,0.6756756756756757
17839,having,negative,0.49004517316379453
17840,havoc,negative,0.4122137404580153
17841,haw,negative,0.20833333333333334
17842,hawai,positive,1.0
17843,hawaii,negative,0.42168674698795183
17844,hawaiian,negative,0.43902439024390244
17845,hawes,positive,0.5882352941176471
17846,hawk,positive,0.6747967479674797
17847,hawke,positive,0.8134328358208955
17848,hawking,positive,0.52
